2025-03-09 11:26:17,757 INFO    Thread-1250 (_run_job):9063 [wandb_setup.py:_flush():67] Current SDK version is 0.19.7
2025-03-09 11:26:17,758 INFO    Thread-1250 (_run_job):9063 [wandb_setup.py:_flush():67] Configure stats pid to 9063
2025-03-09 11:26:17,758 INFO    Thread-1250 (_run_job):9063 [wandb_setup.py:_flush():67] Loading settings from /Users/karanagrawal/.config/wandb/settings
2025-03-09 11:26:17,758 INFO    Thread-1250 (_run_job):9063 [wandb_setup.py:_flush():67] Loading settings from /Users/karanagrawal/Desktop/Sem 2/DL/Assignment 1/wandb/settings
2025-03-09 11:26:17,758 INFO    Thread-1250 (_run_job):9063 [wandb_setup.py:_flush():67] Loading settings from environment variables
2025-03-09 11:26:17,758 INFO    Thread-1250 (_run_job):9063 [wandb_init.py:setup_run_log_directory():647] Logging user logs to /Users/karanagrawal/Desktop/Sem 2/DL/Assignment 1/wandb/run-20250309_112617-y78xw840/logs/debug.log
2025-03-09 11:26:17,758 INFO    Thread-1250 (_run_job):9063 [wandb_init.py:setup_run_log_directory():648] Logging internal logs to /Users/karanagrawal/Desktop/Sem 2/DL/Assignment 1/wandb/run-20250309_112617-y78xw840/logs/debug-internal.log
2025-03-09 11:26:17,758 INFO    Thread-1250 (_run_job):9063 [wandb_init.py:monkeypatch_ipython():599] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x16bbd72d0>
2025-03-09 11:26:17,758 INFO    Thread-1250 (_run_job):9063 [wandb_init.py:init():761] calling init triggers
2025-03-09 11:26:17,758 INFO    Thread-1250 (_run_job):9063 [wandb_init.py:init():766] wandb.init called with sweep_config: {'activation': 'tanh', 'batch_size': 64, 'dataset': 'fashion_mnist', 'epochs': 10, 'hidden_layer_sizes': 64, 'hidden_layers': 4, 'initialization': 'Xavier', 'learning_rate': 0.0001, 'optimizer': 'adam', 'weight_decay': 0}
config: {'_wandb': {}}
2025-03-09 11:26:17,759 INFO    Thread-1250 (_run_job):9063 [wandb_init.py:init():784] starting backend
2025-03-09 11:26:17,759 INFO    Thread-1250 (_run_job):9063 [wandb_init.py:init():788] sending inform_init request
2025-03-09 11:26:17,761 INFO    Thread-1250 (_run_job):9063 [backend.py:_multiprocessing_setup():97] multiprocessing start_methods=spawn,fork,forkserver, using: spawn
2025-03-09 11:26:17,761 INFO    Thread-1250 (_run_job):9063 [wandb_init.py:init():803] backend started and connected
2025-03-09 11:26:17,769 INFO    Thread-1250 (_run_job):9063 [wandb_run.py:_config_callback():1261] config_cb None None {'activation': 'tanh', 'batch_size': 64, 'dataset': 'fashion_mnist', 'epochs': 10, 'hidden_layer_sizes': 64, 'hidden_layers': 4, 'initialization': 'Xavier', 'learning_rate': 0.0001, 'optimizer': 'adam', 'weight_decay': 0}
2025-03-09 11:26:17,780 INFO    Thread-1250 (_run_job):9063 [wandb_run.py:_label_probe_notebook():1204] probe notebook
2025-03-09 11:26:17,780 INFO    Thread-1250 (_run_job):9063 [wandb_run.py:_label_probe_notebook():1214] Unable to probe notebook: 'NoneType' object has no attribute 'get'
2025-03-09 11:26:17,780 INFO    Thread-1250 (_run_job):9063 [wandb_init.py:init():896] updated telemetry
2025-03-09 11:26:17,814 INFO    Thread-1250 (_run_job):9063 [wandb_init.py:init():920] communicating run to backend with 90.0 second timeout
2025-03-09 11:26:18,258 INFO    Thread-1250 (_run_job):9063 [wandb_init.py:init():995] starting run threads in backend
2025-03-09 11:26:18,636 INFO    Thread-1250 (_run_job):9063 [wandb_run.py:_console_start():2377] atexit reg
2025-03-09 11:26:18,637 INFO    Thread-1250 (_run_job):9063 [wandb_run.py:_redirect():2227] redirect: wrap_raw
2025-03-09 11:26:18,637 INFO    Thread-1250 (_run_job):9063 [wandb_run.py:_redirect():2292] Wrapping output streams.
2025-03-09 11:26:18,637 INFO    Thread-1250 (_run_job):9063 [wandb_run.py:_redirect():2317] Redirects installed.
2025-03-09 11:26:18,637 INFO    Thread-1250 (_run_job):9063 [wandb_init.py:init():1037] run started, returning control to user process
2025-03-09 11:26:51,330 INFO    Thread-1250 (_run_job):9063 [wandb_run.py:_finish():2112] finishing run cs24m021-iit-madras/DA6401_Assignment1/y78xw840
2025-03-09 11:26:51,330 INFO    Thread-1250 (_run_job):9063 [jupyter.py:save_history():458] not saving jupyter history
2025-03-09 11:26:51,330 INFO    Thread-1250 (_run_job):9063 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-03-09 11:26:51,330 INFO    Thread-1250 (_run_job):9063 [wandb_init.py:_jupyter_teardown():581] cleaning up jupyter logic
2025-03-09 11:26:51,330 INFO    Thread-1250 (_run_job):9063 [wandb_run.py:_atexit_cleanup():2342] got exitcode: 0
2025-03-09 11:26:51,331 INFO    Thread-1250 (_run_job):9063 [wandb_run.py:_restore():2324] restore
2025-03-09 11:26:51,331 INFO    Thread-1250 (_run_job):9063 [wandb_run.py:_restore():2330] restore done
2025-03-09 11:26:54,497 INFO    MsgRouterThr:9063 [mailbox.py:close():115] Closing mailbox, abandoning 1 handles.
2025-03-09 11:26:54,498 INFO    Thread-1250 (_run_job):9063 [wandb_run.py:_footer_history_summary_info():3958] rendering history
2025-03-09 11:26:54,499 INFO    Thread-1250 (_run_job):9063 [wandb_run.py:_footer_history_summary_info():3990] rendering summary
2025-03-09 11:26:54,502 INFO    Thread-1250 (_run_job):9063 [wandb_run.py:_footer_sync_info():3919] logging synced files
